"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"An #election not an ""excuse violence against people peacefully and non-violently doing whatever they're doing"" https://t.co/5FJIEiZlnf",FALSE,0,NA,2017-10-04 15:07:16,FALSE,NA,"915594172148613122",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","schestowitz",0,FALSE,FALSE,NA,NA
"Republican wins #Mississippi House seat in special #election https://t.co/ZV9QRiiq5f",FALSE,0,NA,2017-10-04 15:06:48,FALSE,NA,"915594055702134784",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","MSSmallBz",0,FALSE,FALSE,NA,NA
"#Stock #market up 24% since #election... https://t.co/ZZVYQHyFtg",FALSE,0,NA,2017-10-04 15:05:55,FALSE,NA,"915593833337024512",NA,"<a href=""http://www.thebeltwaypundit.com"" rel=""nofollow"">PostFromMyMac</a>","BeltwayPundit",0,FALSE,FALSE,NA,NA
"#Stock #market up 24% since #election... https://t.co/fC32WbZU3g",FALSE,0,NA,2017-10-04 15:05:52,FALSE,NA,"915593821009907712",NA,"<a href=""http://drudgereportarchives.com"" rel=""nofollow"">PostFromTheMac</a>","_drudgereport_",0,FALSE,FALSE,NA,NA
"#Stock #market up 24% since #election... https://t.co/p9VC9Q8Fof",FALSE,0,NA,2017-10-04 15:05:52,FALSE,NA,"915593820053655552",NA,"<a href=""http://www.rights.com"" rel=""nofollow"">Post From Web Site</a>","drudgeheadlines",0,FALSE,FALSE,NA,NA
"RT @jim3love: There will be #NO #election in #Anambra #Biafraland come 18th Nov 2017. #Biafrans re mourning their lovely ones massacred by…",FALSE,0,NA,2017-10-04 15:05:15,FALSE,NA,"915593667301265408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnetochiEbuka",24,TRUE,FALSE,NA,NA
"RT @MagnumForamen: .@TheTexianDM Miller #Texas Nationalist engaged #Russian effort 2 influence #US #election @GovAbbott @MSNBC #Texans
http…",FALSE,0,NA,2017-10-04 15:02:27,FALSE,NA,"915592963069288448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MagnumForamen",7,TRUE,FALSE,NA,NA
"RT @jim3love: #Biafrans in #Anambra must boycott d 18th Nov #election in #Anambra by d zoo niGEria Gov. 
#Support #BiafraReferendum, #Biafr…",FALSE,0,NA,2017-10-04 14:57:43,FALSE,NA,"915591770041470976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmmasatBiafra",19,TRUE,FALSE,NA,NA
"Worth reading! This #election is true test to #Liberia #democracy. May transition be peaceful as signal to other… https://t.co/roY4oPgVDO",FALSE,0,NA,2017-10-04 14:52:26,TRUE,NA,"915590441172701184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hannah_LBerg",0,FALSE,FALSE,NA,NA
"RT @EUPublicAffairs: Curious 2know what #germany #election will mean 4 Central Europe? Read @MaZaborowski's article via @VisegradInsight ht…",FALSE,0,NA,2017-10-04 14:50:11,FALSE,NA,"915589873779855360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaZaborowski",2,TRUE,FALSE,NA,NA
"RT @jim3love: #Biafrans in #Anambra must boycott d 18th Nov #election in #Anambra by d zoo niGEria Gov. 
#Support #BiafraReferendum, #Biafr…",FALSE,0,NA,2017-10-04 14:49:54,FALSE,NA,"915589801843281920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","naBiafra",19,TRUE,FALSE,NA,NA
"RT @CUPE728: We have an election! @MarkHancockCUPE and @mileskrauter for CUPE National President #CUPE2017 @cupenat #election https://t.co/…",FALSE,0,NA,2017-10-04 14:49:13,FALSE,NA,"915589629243478017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Presidentof101",2,TRUE,FALSE,NA,NA
"#College student? #GoVote Nov. 7th statewide #election!check your registration!   https://t.co/HdNfbc3p1F",FALSE,0,NA,2017-10-04 14:46:34,FALSE,NA,"915588963137675264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LWVTexas",0,FALSE,FALSE,NA,NA
"RT @jim3love: There'll be #NO #election in #Anambra #Biafraland come 18th Nov 2017. We must do everything possible to restore #Biafra. 
#Bi…",FALSE,0,NA,2017-10-04 14:44:44,FALSE,NA,"915588502787645443",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","onubeth",44,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017, there will be #NO #election in #Anambra #Biafraland. It is all about #Biafra. We re mourning our brethren kill…",FALSE,0,NA,2017-10-04 14:44:28,FALSE,NA,"915588435490033667",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","onubeth",20,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 14:44:19,FALSE,NA,"915588395958702082",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","onubeth",21,TRUE,FALSE,NA,NA
"RT @CUPE728: We have an election! @MarkHancockCUPE and @mileskrauter for CUPE National President #CUPE2017 @cupenat #election https://t.co/…",FALSE,0,NA,2017-10-04 14:43:58,FALSE,NA,"915588308952109056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TiffanyBalducci",2,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 14:40:49,FALSE,NA,"915587516815806464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ONYEANUSIBONAVE",21,TRUE,FALSE,NA,NA
"@DavidCornDC I say we just go back to paper #ballots , til @realDonaldTrump is out of office . I don't trust the… https://t.co/ANbfvWz2TH",FALSE,0,"DavidCornDC",2017-10-04 14:38:28,TRUE,"915582448897085441","915586924341006337","15220768","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","motivatedinmich",0,FALSE,FALSE,NA,NA
"RT @LouKavar: Trying to make senses of the #election as a person of faith. https://t.co/MHxtuWc7W6",FALSE,0,NA,2017-10-04 14:34:46,FALSE,NA,"915585995470524416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zaibuaayan",1,TRUE,FALSE,NA,NA
"RT @LWV_ColumbusOH: It is #election season, and that means our #LWV volunteers are out speaking to area groups on items like #issue1 and #i…",FALSE,0,NA,2017-10-04 14:31:24,FALSE,NA,"915585148204265473",NA,"<a href=""https://sjoh.io"" rel=""nofollow"">SocJusticeOhio</a>","SocJusticeOhio",1,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 14:30:34,FALSE,NA,"915584938342264832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OlinyaIfeanyic1",21,TRUE,FALSE,NA,NA
"RT @BiafrXit: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 14:30:13,FALSE,NA,"915584849506914305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OlinyaIfeanyic1",2,TRUE,FALSE,NA,NA
"We have an election! @MarkHancockCUPE and @mileskrauter for CUPE National President #CUPE2017 @cupenat #election https://t.co/mjWl2ogDH3",FALSE,1,NA,2017-10-04 14:28:55,FALSE,NA,"915584523517272064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CUPE728",2,FALSE,FALSE,NA,NA
"RT @jim3love: Come 18th Nov 2017, there will be #NO #election in #Anambra #Biafraland. We re #Biafrans. 
#Support #BiafraReferendum, #Biafr…",FALSE,0,NA,2017-10-04 14:27:38,FALSE,NA,"915584200618708994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","79af507e24a9444",61,TRUE,FALSE,NA,NA
"RT @jim3love: Willie Obiakpor &amp; #DictatorBuhari ve killed more than 3000 #harmless #Biafrans in #Anambra alone. 
#Boycott Nig #election in…",FALSE,0,NA,2017-10-04 14:27:28,FALSE,NA,"915584156381442048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","naBiafra",15,TRUE,FALSE,NA,NA
"RT @HeatherMCurtis1: Poll by @MasonDixonPoll finds 46% of ppl surveyed would vote for @LarryHogan if #MD #gubernatorial #election were 2day…",FALSE,0,NA,2017-10-04 14:22:35,FALSE,NA,"915582926825377793",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DCAbloob",1,TRUE,FALSE,NA,NA
"It is #election season, and that means our #LWV volunteers are out speaking to area groups on items like #issue1 an… https://t.co/rd8ubFGx9z",FALSE,0,NA,2017-10-04 14:20:48,TRUE,NA,"915582479083429890",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LWV_ColumbusOH",1,FALSE,FALSE,NA,NA
"Reminder: in 1816 #election, 75% of incumbents were sent home. https://t.co/Pk3O73XqGQ",FALSE,0,NA,2017-10-04 14:20:25,FALSE,NA,"915582382966747136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VenusPlusX",0,FALSE,FALSE,NA,NA
"RT @jim3love: There'll be #NO #election in #Anambra #Biafraland come 18th Nov 2017. We must do everything possible to restore #Biafra. 
#Bi…",FALSE,0,NA,2017-10-04 14:19:28,FALSE,NA,"915582144294064128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hterwwes",44,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017, there will be #NO #election in #Anambra #Biafraland. It is all about #Biafra. We re mourning our brethren kill…",FALSE,0,NA,2017-10-04 14:15:03,FALSE,NA,"915581030798647298",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","naBiafra",20,TRUE,FALSE,NA,NA
"Tonight at 6:00: Wards 3 and 4 candidate forum https://t.co/hmKOtsu1MR via @missoulian #Missoula #mtpol #election #candidates #forum",FALSE,0,NA,2017-10-04 14:11:30,FALSE,NA,"915580139337076736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karenbuley",0,FALSE,FALSE,NA,NA
"RT @FourStarNews: Ads Targeted Michigan, Wisconsin https://t.co/bfQUemizlb via @thedailybeast #trump #russia #Facebook #Ads #election #Wisc…",FALSE,0,NA,2017-10-04 14:08:19,FALSE,NA,"915579339265130496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mikasa4231",1,TRUE,FALSE,NA,NA
"Do you really want an #election in which entire focus of #media &amp; #Democrats is on #Russian #ConspiracyTheories as to every tweet &amp; ad?",FALSE,0,NA,2017-10-04 14:06:04,FALSE,NA,"915578773516324865",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MavConservative",0,FALSE,FALSE,NA,NA
"Wil next #election be worst (most damaging to USA) inn U.S. history? Will if #FakeNews #media have way: #Russians behind every tweet!",FALSE,0,NA,2017-10-04 14:04:54,FALSE,NA,"915578478623309824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MavConservative",0,FALSE,FALSE,NA,NA
"RT @HAWD_MAN: #Somaliland Presidential #election #Voting 2017 How Does It Work.

#djibouti #somalia #ethiopia... https://t.co/gZXTdqCGQu",FALSE,0,NA,2017-10-04 14:04:15,FALSE,NA,"915578316186439681",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fmmamamamam",268,TRUE,FALSE,NA,NA
"#FakeNews #media trying to destroy USA. Not only attempted #coup refusing to accept #election, but #Russia #paranoia.",FALSE,0,NA,2017-10-04 14:02:55,FALSE,NA,"915577979975065601",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MavConservative",0,FALSE,FALSE,NA,NA
"RT @wmalnews: Poll by @MasonDixonPoll finds 46% of ppl surveyed would vote for @LarryHogan if #MD #gubernatorial #election were 2day, 39% @…",FALSE,0,NA,2017-10-04 14:02:35,FALSE,NA,"915577895900401665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Markpoetker",1,TRUE,FALSE,NA,NA
"""Gordo, isn't it important that #Russia ""meddled"", even if no evidence affected #election?"" Not really. What Russia DOES. Always.",FALSE,0,NA,2017-10-04 14:01:23,FALSE,NA,"915577594497683456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MavConservative",0,FALSE,FALSE,NA,NA
"Poll by @MasonDixonPoll finds 46% of ppl surveyed would vote for @LarryHogan if #MD #gubernatorial #election were 2day, 39% @CountyExecBaker",FALSE,1,NA,2017-10-04 14:01:04,FALSE,NA,"915577512033423361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wmalnews",1,FALSE,FALSE,NA,NA
"#Africa leads the way in #election technology, but there's a long way to go https://t.co/dYylNo7n8e via @ConversationUK",FALSE,0,NA,2017-10-04 14:00:28,FALSE,NA,"915577360937836545",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","aheartforafrica",0,FALSE,FALSE,NA,NA
"Poll by @MasonDixonPoll finds 46% of ppl surveyed would vote for @LarryHogan if #MD #gubernatorial #election were 2day, 39% @CountyExecBaker",FALSE,0,NA,2017-10-04 13:59:49,FALSE,NA,"915577198043594752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HeatherMCurtis1",1,FALSE,FALSE,NA,NA
"#FakeNews #CNN uninterested in FACTS (when #Russian #Facebook ads appeared--why anyone should believe affected #election,etc.). #Propaganda.",FALSE,0,NA,2017-10-04 13:58:45,FALSE,NA,"915576932292370432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MavConservative",0,FALSE,FALSE,NA,NA
"RT @EUPublicAffairs: Curious 2know what #germany #election will mean 4 Central Europe? Read @MaZaborowski's article via @VisegradInsight ht…",FALSE,0,NA,2017-10-04 13:58:02,FALSE,NA,"915576748498198528",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FrankMarkovic",2,TRUE,FALSE,NA,NA
"Curious 2know what #germany #election will mean 4 Central Europe? Read @MaZaborowski's article via @VisegradInsight https://t.co/R81FuypCNW",FALSE,1,NA,2017-10-04 13:57:57,FALSE,NA,"915576730341003264",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EUPublicAffairs",2,FALSE,FALSE,NA,NA
"RT @ScoopDaa: #BREAKING: THE #FAKE ""AMERICANS"" #CREATED TO #INFLUENCE THE #ELECTION FOR @REALDONALDTRUMP TO BE @POTUS https://t.co/QMOIl0XI…",FALSE,0,NA,2017-10-04 13:56:11,FALSE,NA,"915576284574498816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScoopDaa",1,TRUE,FALSE,NA,NA
"RT @MagnumForamen: #Google probe of #Russian meddling in U.S. #election amid congressional pressure
#TrumpRussia #Mueller

#ResistTrump htt…",FALSE,0,NA,2017-10-04 13:54:59,FALSE,NA,"915575983679426565",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MagnumForamen",7,TRUE,FALSE,NA,NA
"RT @jim3love: There'll be #NO #election in #Anambra #Biafraland come 18th Nov 2017. We must do everything possible to restore #Biafra. 
#Bi…",FALSE,0,NA,2017-10-04 13:50:38,FALSE,NA,"915574889309986818",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","naBiafra",44,TRUE,FALSE,NA,NA
"Ads Targeted Michigan, Wisconsin https://t.co/bfQUemizlb via @thedailybeast #trump #russia #Facebook #Ads #election #Wisconsin #Michigan",FALSE,0,NA,2017-10-04 13:49:03,FALSE,NA,"915574489651580928",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","FourStarNews",1,FALSE,FALSE,NA,NA
"It looks like #Yahoo could be keeping a little secret -- https://t.co/0ZRqggimsx #SnapChat #Election #AdFraud #Marketing #Advertising",FALSE,0,NA,2017-10-04 13:46:23,FALSE,NA,"915573817266905089",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","ezangaadam",0,FALSE,FALSE,NA,NA
"RT @kwilli1046: #Wikileaks Bombshell: #Podesta Emails Prove #Facebook Colluded With Hillary #Clinton During #Election https://t.co/9vuwdM80…",FALSE,0,NA,2017-10-04 13:44:59,FALSE,NA,"915573464236511233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dougmcknight2",795,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017, there will be #NO #election in #Anambra #Biafraland. It is all about #Biafra. We re mourning our brethren kill…",FALSE,0,NA,2017-10-04 13:41:17,FALSE,NA,"915572535936331776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","495_41",20,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 13:41:08,FALSE,NA,"915572495436132353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NnekaUche3",21,TRUE,FALSE,NA,NA
"RT @jim3love: Willie Obiakpor &amp; #DictatorBuhari ve killed more than 3000 #harmless #Biafrans in #Anambra alone. 
#Boycott Nig #election in…",FALSE,0,NA,2017-10-04 13:37:58,FALSE,NA,"915571701529956352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NnekaUche3",15,TRUE,FALSE,NA,NA
"RT @KathleenKlaus: Great analysis of #Liberia's #election next week: https://t.co/gOeD8wcTJV @RobtelNeajai @monkeycageblog",FALSE,0,NA,2017-10-04 13:36:57,FALSE,NA,"915571443760427008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JWPaller",2,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017, there will be #NO #election in #Anambra #Biafraland. It is all about #Biafra. We re mourning our brethren kill…",FALSE,0,NA,2017-10-04 13:31:45,FALSE,NA,"915570137331269633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NnekaUche3",20,TRUE,FALSE,NA,NA
"'Clerical error' that affected Khatm-i-Naboowat laws to be fixed

https://t.co/WMwJoY0ZeW #Pakistan #Election https://t.co/jLhBEuHSrZ",FALSE,0,NA,2017-10-04 13:30:06,FALSE,NA,"915569721940086784",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TimesHeadline1",0,FALSE,FALSE,NA,NA
"RT @kwilli1046: #Wikileaks Bombshell: #Podesta Emails Prove #Facebook Colluded With Hillary #Clinton During #Election https://t.co/9vuwdM80…",FALSE,0,NA,2017-10-04 13:28:35,FALSE,NA,"915569340510023681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6262adams",795,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 13:27:51,FALSE,NA,"915569155906195457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Royal68288541",21,TRUE,FALSE,NA,NA
"#Media, before 2016 #election, dismissed last minute #Trump rally in #Michigan, &amp; did not regard #Wisconsin as state Trump could win.",FALSE,0,NA,2017-10-04 13:19:46,FALSE,NA,"915567122176204800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MavConservative",0,FALSE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 13:17:00,FALSE,NA,"915566422935384065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Biafra123456",21,TRUE,FALSE,NA,NA
"RT @BiafrXit: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 13:16:15,FALSE,NA,"915566234523103234",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Biafra123456",2,TRUE,FALSE,NA,NA
"18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #BiafraReferendum.",FALSE,0,NA,2017-10-04 13:14:36,FALSE,NA,"915565821946138624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BiafrXit",2,FALSE,FALSE,NA,NA
"Winning #election strategy is not to ""aim"" at 270 #ElectoralVotes, but to aim at multiple paths to 270 or more such votes.",FALSE,0,NA,2017-10-04 13:14:26,FALSE,NA,"915565776047824896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MavConservative",0,FALSE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 13:14:06,FALSE,NA,"915565694242181120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BiafrXit",21,TRUE,FALSE,NA,NA
"RT @SolentJames: How will the #results of the #German #election affect negotiations?
Click below to read our blog about the results!
https:…",FALSE,0,NA,2017-10-04 13:10:12,FALSE,NA,"915564712322064384",NA,"<a href=""https://www.twitter.com/liveeudebate"" rel=""nofollow"">Live EU Debate</a>","LiveEUDebate",1,TRUE,FALSE,NA,NA
"#Russian bot-herder and election-fiddling #suspect closer to #US #trial https://t.co/v5BfHXrF7C via @theregister #bots #election #hack #bot",FALSE,0,NA,2017-10-04 13:10:09,FALSE,NA,"915564699416178690",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","acwingler",0,FALSE,FALSE,NA,NA
"Interesting piece, #Democrats have a chance to win in #Alabama? https://t.co/9lWBOPf8TG #senate #election",FALSE,0,NA,2017-10-04 13:08:44,FALSE,NA,"915564344410243077",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","P0tat0head",0,FALSE,FALSE,NA,NA
"So long as #Trump won #Pennsylvania &amp; #Florida, he had clear path to #election, though somme #Trump states close enough to not be sure thing",FALSE,0,NA,2017-10-04 13:08:38,FALSE,NA,"915564318858420225",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MavConservative",0,FALSE,FALSE,NA,NA
"@facebook should be fined for selling campaign ads to a foreign country . They broke the law. #russia #election #meddling #president",FALSE,0,"facebook",2017-10-04 13:07:05,FALSE,NA,"915563927597088773","2425151","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","safesocializinn",0,FALSE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017, there will be #NO #election in #Anambra #Biafraland. It is all about #Biafra. We re mourning our brethren kill…",FALSE,0,NA,2017-10-04 13:07:02,FALSE,NA,"915563914909413376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Biafra123456",20,TRUE,FALSE,NA,NA
"RT @kwilli1046: #Wikileaks Bombshell: #Podesta Emails Prove #Facebook Colluded With Hillary #Clinton During #Election https://t.co/9vuwdM80…",FALSE,0,NA,2017-10-04 13:03:41,FALSE,NA,"915563073733320705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","J_RossMcPherson",795,TRUE,FALSE,NA,NA
"Senators expected to largely endorse intel report on Russian meddling, sound alarm about next #election https://t.co/Rj8ACYJVIZ",FALSE,1,NA,2017-10-04 13:02:58,FALSE,NA,"915562892505882626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SEGreenhalgh",0,FALSE,FALSE,NA,NA
"How will the #results of the #German #election affect negotiations?
Click below to read our blog about the results!
https://t.co/cI5ARrG5dk",FALSE,0,NA,2017-10-04 13:00:36,FALSE,NA,"915562297749360640",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SolentJames",1,FALSE,FALSE,NA,NA
"RT @foruaschools: Avoid the #election day lines and vote early to support issue 43 for #upperarlington schools! Voting starts 10/11: https:…",FALSE,0,NA,2017-10-04 13:00:16,FALSE,NA,"915562212084912128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cristina_gw",3,TRUE,FALSE,NA,NA
"RT @jim3love: #Biafrans world wide ve rejected d zoo niGEria &amp; will not participate in her fake #elections anymore. #NO #election in #Anamb…",FALSE,0,NA,2017-10-04 13:00:11,FALSE,NA,"915562191612456960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Emeka07080728",24,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017 is a total lock down in #Anambra #Biafraland. There will be #NO form of #election. 
All #Biafrans want is #Biaf…",FALSE,0,NA,2017-10-04 12:58:48,FALSE,NA,"915561842663215104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Emeka07080728",21,TRUE,FALSE,NA,NA
"RT @jim3love: #Biafrans in #Anambra must boycott d 18th Nov #election in #Anambra by d zoo niGEria Gov. 
#Support #BiafraReferendum, #Biafr…",FALSE,0,NA,2017-10-04 12:58:23,FALSE,NA,"915561738791260161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CjMan98805632",19,TRUE,FALSE,NA,NA
"RT @jim3love: Willie Obiakpor &amp; #DictatorBuhari ve killed more than 3000 #harmless #Biafrans in #Anambra alone. 
#Boycott Nig #election in…",FALSE,0,NA,2017-10-04 12:58:16,FALSE,NA,"915561710441910274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Biafra123456",15,TRUE,FALSE,NA,NA
"RT @jim3love: Willie Obiakpor &amp; #DictatorBuhari ve killed more than 3000 #harmless #Biafrans in #Anambra alone. 
#Boycott Nig #election in…",FALSE,0,NA,2017-10-04 12:57:49,FALSE,NA,"915561595727699970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CjMan98805632",15,TRUE,FALSE,NA,NA
"RT @jim3love: 18th Nov 2017, there will be #NO #election in #Anambra #Biafraland. It is all about #Biafra. We re mourning our brethren kill…",FALSE,0,NA,2017-10-04 12:57:25,FALSE,NA,"915561494510817280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CjMan98805632",20,TRUE,FALSE,NA,NA
